Object,Mode,Derived_Var,R_km,f_Hz,vx_kms,f_pred_Sphere_T1_Hz,f_pred_Slab_T1_Hz,f_pred_Torus_T1_Hz,R_rec_Sphere_T2_km,t_rec_Slab_T2_km,Rminor_Torus_T2_km,Vx_map_Sphere_T3_kms,Vx_map_Slab_T3_kms,Vx_map_Torus_T3_kms,Cl_T1_Sphere_%,Cl_T1_Slab_%,Cl_T1_Torus_%,Cl_T2_Sphere_%,Cl_T2_Slab_%,R_over_Rminor_T2_Torus_%,Cl_T3_Sphere_%,Cl_T3_Slab_%,Cl_T3_Torus_%,Matched_Topology,P3GG_Active,Ratio_f_sphere_over_f_obs,Ratio_factorized,Fault_Code,Note
Titanium-46 (Z=22 A=46),Detect:  f+vx->R,R_km,4.95561e-19,9.62817e+22,299792,9.62817e+22,3.02478e+23,9.62817e+22,4.95561e-19,1.55685e-18,4.95561e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=22 A=46 | Rc=3.607fm | src=Angeli2013 | BE=398.189MeV
Titanium-47 (Z=22 A=47),Detect:  f+vx->R,R_km,4.84745e-19,9.84301e+22,299792,9.84301e+22,3.09227e+23,9.84301e+22,4.84745e-19,1.52287e-18,4.84745e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=22 A=47 | Rc=3.613fm | src=Angeli2013 | BE=407.074MeV
Titanium-48 (Z=22 A=48),Detect:  f+vx->R,R_km,4.71285e-19,1.01241e+23,299792,1.01241e+23,3.18059e+23,1.01241e+23,4.71285e-19,1.48059e-18,4.71285e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=22 A=48 | Rc=3.6074fm | src=Angeli2013 | BE=418.7MeV
Titanium-49 (Z=22 A=49),Detect:  f+vx->R,R_km,4.62299e-19,1.03209e+23,299792,1.03209e+23,3.24241e+23,1.03209e+23,4.62299e-19,1.45236e-18,4.62299e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=22 A=49 | Rc=3.614fm | src=Angeli2013 | BE=426.838MeV
Titanium-50 (Z=22 A=50),Detect:  f+vx->R,R_km,4.50745e-19,1.05855e+23,299792,1.05855e+23,3.32552e+23,1.05855e+23,4.50745e-19,1.41606e-18,4.50745e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=22 A=50 | Rc=3.6316fm | src=Angeli2013 | BE=437.78MeV
Chromium-50 (Z=24 A=50),Detect:  f+vx->R,R_km,4.53579e-19,1.05193e+23,299792,1.05193e+23,3.30474e+23,1.05193e+23,4.53579e-19,1.42496e-18,4.53579e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=24 A=50 | Rc=3.6588fm | src=Angeli2013 | BE=435.044MeV
Chromium-52 (Z=24 A=52),Detect:  f+vx->R,R_km,4.32406e-19,1.10344e+23,299792,1.10344e+23,3.46657e+23,1.10344e+23,4.32406e-19,1.35844e-18,4.32406e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=24 A=52 | Rc=3.6645fm | src=Angeli2013 | BE=456.347MeV
Chromium-53 (Z=24 A=53),Detect:  f+vx->R,R_km,4.25013e-19,1.12264e+23,299792,1.12264e+23,3.52687e+23,1.12264e+23,4.25013e-19,1.33522e-18,4.25013e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=24 A=53 | Rc=3.6737fm | src=Angeli2013 | BE=464.285MeV
Chromium-54 (Z=24 A=54),Detect:  f+vx->R,R_km,4.16301e-19,1.14613e+23,299792,1.14613e+23,3.60067e+23,1.14613e+23,4.16301e-19,1.30785e-18,4.16301e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=24 A=54 | Rc=3.6869fm | src=Angeli2013 | BE=474.001MeV
Iron-54 (Z=26 A=54),Detect:  f+vx->R,R_km,4.18275e-19,1.14072e+23,299792,1.14072e+23,3.58368e+23,1.14072e+23,4.18275e-19,1.31405e-18,4.18275e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=26 A=54 | Rc=3.6922fm | src=Angeli2013 | BE=471.764MeV
Iron-56 (Z=26 A=56),Detect:  f+vx->R,R_km,4.00858e-19,1.19028e+23,299792,1.19028e+23,3.73939e+23,1.19028e+23,4.00858e-19,1.25933e-18,4.00858e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=26 A=56 | Rc=3.7377fm | src=Angeli2013 | BE=492.262MeV
Iron-57 (Z=26 A=57),Detect:  f+vx->R,R_km,3.94729e-19,1.20876e+23,299792,1.20876e+23,3.79745e+23,1.20876e+23,3.94729e-19,1.24008e-18,3.94729e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=26 A=57 | Rc=3.7543fm | src=Angeli2013 | BE=499.905MeV
Iron-58 (Z=26 A=58),Detect:  f+vx->R,R_km,3.86957e-19,1.23304e+23,299792,1.23304e+23,3.87372e+23,1.23304e+23,3.86957e-19,1.21566e-18,3.86957e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=26 A=58 | Rc=3.7749fm | src=Angeli2013 | BE=509.946MeV
Nickel-58 (Z=28 A=58),Detect:  f+vx->R,R_km,3.89622e-19,1.22461e+23,299792,1.22461e+23,3.84722e+23,1.22461e+23,3.89622e-19,1.22403e-18,3.89622e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=28 A=58 | Rc=3.7757fm | src=Angeli2013 | BE=506.457MeV
Nickel-60 (Z=28 A=60),Detect:  f+vx->R,R_km,3.74545e-19,1.27391e+23,299792,1.27391e+23,4.00209e+23,1.27391e+23,3.74545e-19,1.17667e-18,3.74545e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=28 A=60 | Rc=3.8118fm | src=Angeli2013 | BE=526.845MeV
Nickel-61 (Z=28 A=61),Detect:  f+vx->R,R_km,3.69073e-19,1.29279e+23,299792,1.29279e+23,4.06143e+23,1.29279e+23,3.69073e-19,1.15948e-18,3.69073e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=28 A=61 | Rc=3.814fm | src=Angeli2013 | BE=534.656MeV
Nickel-62 (Z=28 A=62),Detect:  f+vx->R,R_km,3.61895e-19,1.31843e+23,299792,1.31843e+23,4.14198e+23,1.31843e+23,3.61895e-19,1.13693e-18,3.61895e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=28 A=62 | Rc=3.8344fm | src=Angeli2013 | BE=545.26MeV
Nickel-64 (Z=28 A=64),Detect:  f+vx->R,R_km,3.51268e-19,1.35832e+23,299792,1.35832e+23,4.26729e+23,1.35832e+23,3.51268e-19,1.10354e-18,3.51268e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=28 A=64 | Rc=3.8525fm | src=Angeli2013 | BE=561.756MeV
Copper-63 (Z=29 A=63),Detect:  f+vx->R,R_km,3.57878e-19,1.33323e+23,299792,1.33323e+23,4.18847e+23,1.33323e+23,3.57878e-19,1.12431e-18,3.57878e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=29 A=63 | Rc=3.9022fm | src=Angeli2013 | BE=551.38MeV
Copper-65 (Z=29 A=65),Detect:  f+vx->R,R_km,3.46669e-19,1.37634e+23,299792,1.37634e+23,4.3239e+23,1.37634e+23,3.46669e-19,1.08909e-18,3.46669e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=29 A=65 | Rc=3.9367fm | src=Angeli2013 | BE=569.209MeV
Zinc-64 (Z=30 A=64),Detect:  f+vx->R,R_km,3.52937e-19,1.3519e+23,299792,1.3519e+23,4.24711e+23,1.3519e+23,3.52937e-19,1.10878e-18,3.52937e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=30 A=64 | Rc=3.929fm | src=Angeli2013 | BE=559.1MeV
Zinc-66 (Z=30 A=66),Detect:  f+vx->R,R_km,3.41321e-19,1.3979e+23,299792,1.3979e+23,4.39165e+23,1.3979e+23,3.41321e-19,1.07229e-18,3.41321e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=30 A=66 | Rc=3.949fm | src=Angeli2013 | BE=578.127MeV
Zinc-68 (Z=30 A=68),Detect:  f+vx->R,R_km,3.31428e-19,1.43963e+23,299792,1.43963e+23,4.52274e+23,1.43963e+23,3.31428e-19,1.04121e-18,3.31428e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=30 A=68 | Rc=3.975fm | src=Angeli2013 | BE=595.384MeV
Zinc-70 (Z=30 A=70),Detect:  f+vx->R,R_km,3.22912e-19,1.4776e+23,299792,1.4776e+23,4.64201e+23,1.4776e+23,3.22912e-19,1.01446e-18,3.22912e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=30 A=70 | Rc=3.995fm | src=Angeli2013 | BE=611.085MeV
Germanium-70 (Z=32 A=70),Detect:  f+vx->R,R_km,3.23212e-19,1.47623e+23,299792,1.47623e+23,4.63771e+23,1.47623e+23,3.23212e-19,1.0154e-18,3.23212e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=32 A=70 | Rc=4.045fm | src=Angeli2013 | BE=610.519MeV
Germanium-72 (Z=32 A=72),Detect:  f+vx->R,R_km,3.13717e-19,1.52091e+23,299792,1.52091e+23,4.77807e+23,1.52091e+23,3.13717e-19,9.85572e-19,3.13717e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=32 A=72 | Rc=4.058fm | src=Angeli2013 | BE=628.996MeV
Germanium-73 (Z=32 A=73),Detect:  f+vx->R,R_km,3.10041e-19,1.53894e+23,299792,1.53894e+23,4.83472e+23,1.53894e+23,3.10041e-19,9.74023e-19,3.10041e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=32 A=73 | Rc=4.0632fm | src=Angeli2013 | BE=636.454MeV
Germanium-74 (Z=32 A=74),Detect:  f+vx->R,R_km,3.04854e-19,1.56512e+23,299792,1.56512e+23,4.91698e+23,1.56512e+23,3.04854e-19,9.57728e-19,3.04854e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=32 A=74 | Rc=4.0742fm | src=Angeli2013 | BE=647.283MeV
Germanium-76 (Z=32 A=76),Detect:  f+vx->R,R_km,2.98698e-19,1.59738e+23,299792,1.59738e+23,5.01832e+23,1.59738e+23,2.98698e-19,9.38387e-19,2.98698e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=32 A=76 | Rc=4.0811fm | src=Angeli2013 | BE=660.624MeV
Selenium-74 (Z=34 A=74),Detect:  f+vx->R,R_km,3.05695e-19,1.56082e+23,299792,1.56082e+23,4.90346e+23,1.56082e+23,3.05695e-19,9.60369e-19,3.05695e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=74 | Rc=4.075fm | src=Angeli2013 | BE=645.503MeV
Selenium-76 (Z=34 A=76),Detect:  f+vx->R,R_km,2.9659e-19,1.60873e+23,299792,1.60873e+23,5.05398e+23,1.60873e+23,2.9659e-19,9.31766e-19,2.9659e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=76 | Rc=4.0993fm | src=Angeli2013 | BE=665.318MeV
Selenium-77 (Z=34 A=77),Detect:  f+vx->R,R_km,2.93216e-19,1.62724e+23,299792,1.62724e+23,5.11214e+23,1.62724e+23,2.93216e-19,9.21166e-19,2.93216e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=77 | Rc=4.1009fm | src=Angeli2013 | BE=672.974MeV
Selenium-78 (Z=34 A=78),Detect:  f+vx->R,R_km,2.88755e-19,1.65238e+23,299792,1.65238e+23,5.19112e+23,1.65238e+23,2.88755e-19,9.07151e-19,2.88755e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=78 | Rc=4.1115fm | src=Angeli2013 | BE=683.371MeV
Selenium-80 (Z=34 A=80),Detect:  f+vx->R,R_km,2.81531e-19,1.69479e+23,299792,1.69479e+23,5.32433e+23,1.69479e+23,2.81531e-19,8.84455e-19,2.81531e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=80 | Rc=4.1281fm | src=Angeli2013 | BE=700.907MeV
Selenium-82 (Z=34 A=82),Detect:  f+vx->R,R_km,2.75229e-19,1.73359e+23,299792,1.73359e+23,5.44624e+23,1.73359e+23,2.75229e-19,8.64657e-19,2.75229e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=34 A=82 | Rc=4.1361fm | src=Angeli2013 | BE=716.956MeV
Krypton-78 (Z=36 A=78),Detect:  f+vx->R,R_km,2.87613e-19,1.65894e+23,299792,1.65894e+23,5.21173e+23,1.65894e+23,2.87613e-19,9.03564e-19,2.87613e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=78 | Rc=4.144fm | src=Angeli2013 | BE=686.084MeV
Krypton-80 (Z=36 A=80),Detect:  f+vx->R,R_km,2.79898e-19,1.70467e+23,299792,1.70467e+23,5.35538e+23,1.70467e+23,2.79898e-19,8.79327e-19,2.79898e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=80 | Rc=4.1768fm | src=Angeli2013 | BE=704.995MeV
Krypton-82 (Z=36 A=82),Detect:  f+vx->R,R_km,2.72398e-19,1.75161e+23,299792,1.75161e+23,5.50283e+23,1.75161e+23,2.72398e-19,8.55765e-19,2.72398e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=82 | Rc=4.1999fm | src=Angeli2013 | BE=724.406MeV
Krypton-83 (Z=36 A=83),Detect:  f+vx->R,R_km,2.69479e-19,1.77058e+23,299792,1.77058e+23,5.56245e+23,1.77058e+23,2.69479e-19,8.46593e-19,2.69479e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=83 | Rc=4.2046fm | src=Angeli2013 | BE=732.254MeV
Krypton-84 (Z=36 A=84),Detect:  f+vx->R,R_km,2.65916e-19,1.79431e+23,299792,1.79431e+23,5.63698e+23,1.79431e+23,2.65916e-19,8.354e-19,2.65916e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=84 | Rc=4.2173fm | src=Angeli2013 | BE=742.065MeV
Krypton-86 (Z=36 A=86),Detect:  f+vx->R,R_km,2.60374e-19,1.8325e+23,299792,1.8325e+23,5.75696e+23,1.8325e+23,2.60374e-19,8.17989e-19,2.60374e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=36 A=86 | Rc=4.2402fm | src=Angeli2013 | BE=757.86MeV
Tin-112 (Z=50 A=112),Detect:  f+vx->R,R_km,2.06944e-19,2.30562e+23,299792,2.30562e+23,7.24333e+23,2.30562e+23,2.06944e-19,6.50133e-19,2.06944e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=112 | Rc=4.5936fm | src=Angeli2013 | BE=953.529MeV
Tin-114 (Z=50 A=114),Detect:  f+vx->R,R_km,2.03102e-19,2.34924e+23,299792,2.34924e+23,7.38034e+23,2.34924e+23,2.03102e-19,6.38064e-19,2.03102e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=114 | Rc=4.6099fm | src=Angeli2013 | BE=971.566MeV
Tin-116 (Z=50 A=116),Detect:  f+vx->R,R_km,1.99585e-19,2.39063e+23,299792,2.39063e+23,7.51038e+23,2.39063e+23,1.99585e-19,6.27016e-19,1.99585e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=116 | Rc=4.6262fm | src=Angeli2013 | BE=988.684MeV
Tin-117 (Z=50 A=117),Detect:  f+vx->R,R_km,1.97763e-19,2.41266e+23,299792,2.41266e+23,7.57959e+23,2.41266e+23,1.97763e-19,6.21291e-19,1.97763e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=117 | Rc=4.634fm | src=Angeli2013 | BE=997.795MeV
Tin-118 (Z=50 A=118),Detect:  f+vx->R,R_km,1.95537e-19,2.44012e+23,299792,2.44012e+23,7.66586e+23,2.44012e+23,1.95537e-19,6.14299e-19,1.95537e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=118 | Rc=4.6418fm | src=Angeli2013 | BE=1009.152MeV
Tin-119 (Z=50 A=119),Detect:  f+vx->R,R_km,1.93842e-19,2.46146e+23,299792,2.46146e+23,7.7329e+23,2.46146e+23,1.93842e-19,6.08973e-19,1.93842e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=119 | Rc=4.6492fm | src=Angeli2013 | BE=1017.977MeV
Tin-120 (Z=50 A=120),Detect:  f+vx->R,R_km,1.93354e-19,2.46767e+23,299792,2.46767e+23,7.75241e+23,2.46767e+23,1.93354e-19,6.07441e-19,1.93354e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=120 | Rc=4.6519fm | src=Angeli2013 | BE=1020.546MeV
Tin-122 (Z=50 A=122),Detect:  f+vx->R,R_km,1.90557e-19,2.5039e+23,299792,2.5039e+23,7.86623e+23,2.5039e+23,1.90557e-19,5.98652e-19,1.90557e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=122 | Rc=4.6592fm | src=Angeli2013 | BE=1035.529MeV
Tin-124 (Z=50 A=124),Detect:  f+vx->R,R_km,1.87937e-19,2.5388e+23,299792,2.5388e+23,7.97587e+23,2.5388e+23,1.87937e-19,5.90422e-19,1.87937e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=50 A=124 | Rc=4.6732fm | src=Angeli2013 | BE=1049.962MeV
Xenon-124 (Z=54 A=124),Detect:  f+vx->R,R_km,1.86027e-19,2.56487e+23,299792,2.56487e+23,8.05776e+23,2.56487e+23,1.86027e-19,5.84421e-19,1.86027e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=124 | Rc=4.7716fm | src=Angeli2013 | BE=1060.743MeV
Xenon-126 (Z=54 A=126),Detect:  f+vx->R,R_km,1.83235e-19,2.60395e+23,299792,2.60395e+23,8.18055e+23,2.60395e+23,1.83235e-19,5.7565e-19,1.83235e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=126 | Rc=4.7855fm | src=Angeli2013 | BE=1076.907MeV
Xenon-128 (Z=54 A=128),Detect:  f+vx->R,R_km,1.80644e-19,2.6413e+23,299792,2.6413e+23,8.29787e+23,2.6413e+23,1.80644e-19,5.6751e-19,1.80644e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=128 | Rc=4.7964fm | src=Angeli2013 | BE=1092.352MeV
Xenon-129 (Z=54 A=129),Detect:  f+vx->R,R_km,1.79317e-19,2.66084e+23,299792,2.66084e+23,8.35929e+23,2.66084e+23,1.79317e-19,5.63341e-19,1.79317e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=129 | Rc=4.8013fm | src=Angeli2013 | BE=1100.437MeV
Xenon-130 (Z=54 A=130),Detect:  f+vx->R,R_km,1.77695e-19,2.68513e+23,299792,2.68513e+23,8.43558e+23,2.68513e+23,1.77695e-19,5.58246e-19,1.77695e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=130 | Rc=4.8021fm | src=Angeli2013 | BE=1110.48MeV
Xenon-131 (Z=54 A=131),Detect:  f+vx->R,R_km,1.76459e-19,2.70394e+23,299792,2.70394e+23,8.49468e+23,2.70394e+23,1.76459e-19,5.54362e-19,1.76459e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=131 | Rc=4.8134fm | src=Angeli2013 | BE=1118.26MeV
Xenon-132 (Z=54 A=132),Detect:  f+vx->R,R_km,1.7567e-19,2.71608e+23,299792,2.71608e+23,8.53281e+23,2.71608e+23,1.7567e-19,5.51885e-19,1.7567e-19,299792,95426.9,299792,100,31.831,100,100,31.831,100,100,314.159,100,sphere,All P3GG voices active: b1=1.000 b2=4.236 b3=17.944 b4=76.013 b5=321.997,1,1 (err=0.00%),C1,Z=54 A=132 | Rc=4.8157fm | src=Angeli2013 | BE=1123.28MeV
